timestamp,activity,adc_raw_value,voltage_v,velocity_ms,velocity_mms,displacement_um
2025-09-24T11:28:51.569160,walking,-1,-0.0008058608058608059,-0.057305657305657294,-57.30565730565729,-2292.2262922262917
2025-09-24T11:28:51.569677,walking,31,0.02498168498168498,-0.0564102564102564,-56.410256410256395,-2256.410256410256
2025-09-24T11:28:51.570072,walking,-10,-0.00805860805860806,-0.0575574888074888,-57.5574888074888,-2302.2995522995525
2025-09-24T11:28:51.570296,walking,11,0.008864468864468863,-0.056969881969881966,-56.96988196988197,-2278.7952787952786
2025-09-24T11:28:51.570598,walking,3,0.002417582417582417,-0.05719373219373218,-57.19373219373218,-2287.749287749287
2025-09-24T11:28:51.570946,walking,22,0.017728937728937726,-0.056662087912087905,-56.662087912087905,-2266.4835164835163
2025-09-24T11:28:51.571318,walking,-33,-0.02659340659340659,-0.05820105820105819,-58.20105820105819,-2328.0423280423274
2025-09-24T11:28:51.571687,walking,-69,-0.055604395604395604,-0.0592083842083842,-59.2083842083842,-2368.335368335368
2025-09-24T11:28:51.572238,walking,54,0.04351648351648351,-0.055766687016687015,-55.766687016687015,-2230.6674806674805
2025-09-24T11:28:51.572663,walking,-66,-0.05318681318681318,-0.05912444037444037,-59.12444037444037,-2364.977614977615
2025-09-24T11:28:51.926101,walking,52,0.0419047619047619,-0.05582264957264957,-55.82264957264957,-2232.9059829059825
2025-09-24T11:28:51.926644,walking,-65,-0.05238095238095238,-0.05909645909645909,-59.096459096459085,-2363.8583638583636
2025-09-24T11:28:51.927108,walking,26,0.02095238095238095,-0.05655016280016279,-56.55016280016279,-2262.006512006512
2025-09-24T11:28:51.927605,walking,-76,-0.06124542124542124,-0.05940425315425314,-59.40425315425314,-2376.1701261701255
2025-09-24T11:28:51.928241,walking,28,0.022564102564102562,-0.05649420024420024,-56.494200244200236,-2259.7680097680095
2025-09-24T11:28:51.928680,walking,2,0.0016117216117216117,-0.05722171347171347,-57.221713471713464,-2288.8685388685385
2025-09-24T11:28:51.929105,walking,-128,-0.10315018315018315,-0.0608592796092796,-60.859279609279604,-2434.371184371184
2025-09-24T11:28:51.929558,walking,117,0.09428571428571428,-0.054003866503866495,-54.0038665038665,-2160.1546601546597
2025-09-24T11:28:51.929980,walking,-12,-0.009670329670329669,-0.05761345136345136,-57.61345136345136,-2304.538054538055
2025-09-24T11:28:51.930435,walking,33,0.02659340659340659,-0.056354293854293844,-56.35429385429384,-2254.171754171754
2025-09-24T11:28:52.299256,walking,34,0.027399267399267395,-0.05632631257631257,-56.32631257631257,-2253.0525030525027
2025-09-24T11:28:52.299782,walking,9,0.007252747252747252,-0.05702584452584452,-57.02584452584452,-2281.0337810337805
2025-09-24T11:28:52.300261,walking,-41,-0.03304029304029304,-0.05842490842490842,-58.424908424908416,-2336.9963369963366
2025-09-24T11:28:52.300684,walking,85,0.0684981684981685,-0.05489926739926739,-54.899267399267394,-2195.970695970696
2025-09-24T11:28:52.301114,walking,-41,-0.03304029304029304,-0.05842490842490842,-58.424908424908416,-2336.9963369963366
2025-09-24T11:28:52.301491,walking,78,0.06285714285714285,-0.05509513634513633,-55.09513634513633,-2203.8054538054535
2025-09-24T11:28:52.301860,walking,44,0.03545787545787545,-0.05604649979649979,-56.04649979649979,-2241.8599918599916
2025-09-24T11:28:52.302267,walking,-9,-0.007252747252747252,-0.05752950752950752,-57.52950752950752,-2301.1803011803013
2025-09-24T11:28:52.302674,walking,-25,-0.020146520146520148,-0.05797720797720797,-57.97720797720797,-2319.0883190883187
2025-09-24T11:28:52.303047,walking,8,0.006446886446886447,-0.05705382580382579,-57.053825803825795,-2282.1530321530317
2025-09-24T11:28:52.739030,walking,19,0.01531135531135531,-0.05674603174603174,-56.74603174603174,-2269.8412698412694
2025-09-24T11:28:52.739536,walking,-60,-0.04835164835164835,-0.0589565527065527,-58.9565527065527,-2358.262108262108
2025-09-24T11:28:52.739938,walking,1,0.0008058608058608059,-0.05724969474969474,-57.24969474969474,-2289.9877899877893
2025-09-24T11:28:52.740356,walking,-4,-0.0032234432234432234,-0.057389601139601135,-57.38960113960113,-2295.5840455840453
2025-09-24T11:28:52.740755,walking,-17,-0.013699633699633697,-0.05775335775335775,-57.75335775335775,-2310.13431013431
2025-09-24T11:28:52.741180,walking,90,0.07252747252747253,-0.054759361009361004,-54.759361009361,-2190.3744403744404
2025-09-24T11:28:52.741561,walking,-72,-0.05802197802197802,-0.059292328042328035,-59.29232804232804,-2371.6931216931216
2025-09-24T11:28:52.741966,walking,39,0.031428571428571424,-0.05618640618640618,-56.18640618640618,-2247.4562474562476
2025-09-24T11:28:52.742350,walking,8,0.006446886446886447,-0.05705382580382579,-57.053825803825795,-2282.1530321530317
2025-09-24T11:28:52.742723,walking,11,0.008864468864468863,-0.056969881969881966,-56.96988196988197,-2278.7952787952786
2025-09-24T11:28:53.067847,walking,21,0.016923076923076923,-0.056690069190069185,-56.69006919006919,-2267.6027676027675
2025-09-24T11:28:53.068394,walking,-52,-0.0419047619047619,-0.05873270248270247,-58.73270248270247,-2349.308099308099
2025-09-24T11:28:53.068831,walking,-10,-0.00805860805860806,-0.0575574888074888,-57.5574888074888,-2302.2995522995525
2025-09-24T11:28:53.069309,walking,-2,-0.0016117216117216117,-0.057333638583638574,-57.333638583638574,-2293.345543345543
2025-09-24T11:28:53.069760,walking,-79,-0.06366300366300366,-0.05948819698819698,-59.48819698819698,-2379.527879527879
2025-09-24T11:28:53.070181,walking,68,0.05479853479853479,-0.05537494912494912,-55.37494912494912,-2214.997964997965
